,Title,Author,,Price,Star Rating
172,"The Definitive Guide to Azure Data Engineering: Modern ELT, DevOps, and Analytics on the Azure Cloud Platform",Ron C. L'Esteve,7 Aug 2021,£39.99,4.1 out of 5 stars
173,Data Engineering on Azure,Vlad Riscutia,21 Sept 2021,£28.65,4.6 out of 5 stars
174,The Kubernetes Book,Nigel Poulton,20 Jun 2023,£42.99,4.5 out of 5 stars
175,Excel: The most updated bible to master Microsoft Excel from scratch in less than 7 minutes a day | Discover all the features & formulas with step-by-step tutorials (Mastering Technology),Leonard J. Ledger,1 Apr 2022,£14.97,4.2 out of 5 stars
176,"Ace the Data Engineering Interview: Questions and Answers for Python, SQL, Data Modeling and More",Sean Coyne,30 Oct 2023,£23.58,4.1 out of 5 stars
177,Data Governance For Dummies (For Dummies (Computer/tech)),Jonathan Reichental,5 Dec 2022,£18.71,4.4 out of 5 stars
178,Microsoft Azure Data Engineering: The Big Reference Guide (The Data Engineering Series),Jack Reynolds,28 Feb 2023,£0.00,5.0 out of 5 stars
179,"MICROSOFT AZURE DATA ENGINEER ASSOCIATE | MASTER THE EXAM (DP-203): DATA ENGINEERING ON MICROSOFT AZURE, 10 PRACTICE TESTS,500 RIGOROUS QUESTIONS, ... EXPERT EXPLANATIONS AND ONE ULTIMATE GOAL",Mr Anand M,19 Feb 2024,£23.78,No Rating Found
180,"Solutions Architect's Handbook: Kick-start your career as a solutions architect by learning architecture design principles and strategies, 2nd Edition",No Author Found,17 Jan 2022,£39.99,4.5 out of 5 stars
181,"Data Engineering with Apache Spark, Delta Lake, and Lakehouse: Create scalable pipelines that ingest, curate, and aggregate complex data in a timely and secure way",Manoj Kukreja,22 Oct 2021,£28.99,3.8 out of 5 stars
182,Observability Engineering: Achieving Production Excellence,Charity Majors,31 May 2022,£37.44,4.3 out of 5 stars
183,"Solutions Architect's Handbook: Kick-start your career as a solutions architect by learning architecture design principles and strategies, 2nd Edition",No Author Found,17 Jan 2022,£39.99,4.5 out of 5 stars
184,Azure Data Engineering Cookbook: Design and implement batch and streaming analytics using Azure Cloud Services,Ahmad Osama,5 Apr 2021,£28.99,3.5 out of 5 stars
185,Blockchain Essentials: Core Concepts and Implementations,Ramchandra Sharad Mangrulkar,6 Jan 2024,£42.26,No Rating Found
186,"Engineers Survival Guide: Advice, tactics, and tricks After a decade of working at Facebook, Snapchat, and Microsoft",Merih Taze,28 Nov 2021,£29.99,4.4 out of 5 stars
187,ICT and Data Sciences (Green Engineering and Technology),No Author Found,16 May 2022,£126.24,No Rating Found
188,The Art of Invisibility: The World's Most Famous Hacker Teaches You How to Be Safe in the Age of Big Brother and Big Data,Hardcover,No Date Found,£0.00,4.5 out of 5 stars
189,Learning Spark: Lightning-Fast Data Analytics,No Author Found,21 Aug 2020,£43.98,4.7 out of 5 stars
190,Microsoft Certified Azure Data Fundamentals (Exam DP-900) Certification Guide: The comprehensive guide to passing the DP-900 exam on your first attempt,Marcelo Leite,25 Nov 2022,£33.99,3.9 out of 5 stars
191,"Mastering Databricks Lakehouse Platform: Perform Data Warehousing, Data Engineering, Machine Learning, DevOps, and BI into a Single Platform (English Edition)",Sagar Lad,11 Jul 2022,£24.99,3.5 out of 5 stars
192,"Data Engineering with dbt: A practical guide to building a cloud-based, pragmatic, and dependable data platform with SQL",Roberto Zagni,30 Jun 2023,£37.99,4.7 out of 5 stars
193,Data Engineering with Google Cloud Platform: A practical guide to operationalizing scalable data analytics systems on GCP,Adi Wijaya,31 Mar 2022,£39.99,4.6 out of 5 stars
194,"The Definitive Guide to Azure Data Engineering: Modern ELT, DevOps, and Analytics on the Azure Cloud Platform",Ron C. L'Esteve,7 Aug 2021,£39.99,4.1 out of 5 stars
195,Data Engineering on Azure,Vlad Riscutia,21 Sept 2021,£28.65,4.6 out of 5 stars
196,The Kubernetes Book,Nigel Poulton,20 Jun 2023,£42.99,4.5 out of 5 stars
197,Excel: The most updated bible to master Microsoft Excel from scratch in less than 7 minutes a day | Discover all the features & formulas with step-by-step tutorials (Mastering Technology),Leonard J. Ledger,1 Apr 2022,£14.97,4.2 out of 5 stars
198,"Ace the Data Engineering Interview: Questions and Answers for Python, SQL, Data Modeling and More",Sean Coyne,30 Oct 2023,£23.58,4.1 out of 5 stars
199,Data Governance For Dummies (For Dummies (Computer/tech)),Jonathan Reichental,5 Dec 2022,£18.71,4.4 out of 5 stars
200,Microsoft Azure Data Engineering: The Big Reference Guide (The Data Engineering Series),Jack Reynolds,28 Feb 2023,£0.00,5.0 out of 5 stars
201,"MICROSOFT AZURE DATA ENGINEER ASSOCIATE | MASTER THE EXAM (DP-203): DATA ENGINEERING ON MICROSOFT AZURE, 10 PRACTICE TESTS,500 RIGOROUS QUESTIONS, ... EXPERT EXPLANATIONS AND ONE ULTIMATE GOAL",Mr Anand M,19 Feb 2024,£23.78,No Rating Found
202,"Solutions Architect's Handbook: Kick-start your career as a solutions architect by learning architecture design principles and strategies, 2nd Edition",No Author Found,17 Jan 2022,£39.99,4.5 out of 5 stars
203,"Data Engineering with Apache Spark, Delta Lake, and Lakehouse: Create scalable pipelines that ingest, curate, and aggregate complex data in a timely and secure way",Manoj Kukreja,22 Oct 2021,£28.99,3.8 out of 5 stars
204,Observability Engineering: Achieving Production Excellence,Charity Majors,31 May 2022,£37.44,4.3 out of 5 stars
205,"Solutions Architect's Handbook: Kick-start your career as a solutions architect by learning architecture design principles and strategies, 2nd Edition",No Author Found,17 Jan 2022,£39.99,4.5 out of 5 stars
206,Azure Data Engineering Cookbook: Design and implement batch and streaming analytics using Azure Cloud Services,Ahmad Osama,5 Apr 2021,£28.99,3.5 out of 5 stars
207,Blockchain Essentials: Core Concepts and Implementations,Ramchandra Sharad Mangrulkar,6 Jan 2024,£42.26,No Rating Found
208,"Engineers Survival Guide: Advice, tactics, and tricks After a decade of working at Facebook, Snapchat, and Microsoft",Merih Taze,28 Nov 2021,£29.99,4.4 out of 5 stars
209,Modern Data Engineering with Apache Spark: A Hands-On Guide for Building Mission-Critical Streaming Applications,Scott Haines,22 Mar 2022,£39.76,4.0 out of 5 stars
210,ICT and Data Sciences (Green Engineering and Technology),No Author Found,16 May 2022,£126.24,No Rating Found
211,Towards a New Understanding of Masculine Habitus and Women and Leadership in Public Relations (Routledge New Directions in PR & Communication Research),Martina Topić,30 Sept 2022,£35.09,4.8 out of 5 stars
212,"Data Engineering with dbt: A practical guide to building a cloud-based, pragmatic, and dependable data platform with SQL",Roberto Zagni,30 Jun 2023,£37.99,4.7 out of 5 stars
213,Data Engineering with Google Cloud Platform: A practical guide to operationalizing scalable data analytics systems on GCP,Adi Wijaya,31 Mar 2022,£39.99,4.6 out of 5 stars
214,"The Definitive Guide to Azure Data Engineering: Modern ELT, DevOps, and Analytics on the Azure Cloud Platform",Ron C. L'Esteve,7 Aug 2021,£39.99,4.1 out of 5 stars
215,Data Engineering on Azure,Vlad Riscutia,21 Sept 2021,£28.65,4.6 out of 5 stars
216,"Ace the Data Engineering Interview: Questions and Answers for Python, SQL, Data Modeling and More",Sean Coyne,30 Oct 2023,£23.58,4.1 out of 5 stars
217,Data Governance For Dummies (For Dummies (Computer/tech)),Jonathan Reichental,5 Dec 2022,£18.71,4.4 out of 5 stars
218,Microsoft Azure Data Engineering: The Big Reference Guide (The Data Engineering Series),Jack Reynolds,28 Feb 2023,£0.00,5.0 out of 5 stars
219,"MICROSOFT AZURE DATA ENGINEER ASSOCIATE | MASTER THE EXAM (DP-203): DATA ENGINEERING ON MICROSOFT AZURE, 10 PRACTICE TESTS,500 RIGOROUS QUESTIONS, ... EXPERT EXPLANATIONS AND ONE ULTIMATE GOAL",Mr Anand M,19 Feb 2024,£23.78,No Rating Found
220,"Data Engineering with Apache Spark, Delta Lake, and Lakehouse: Create scalable pipelines that ingest, curate, and aggregate complex data in a timely and secure way",Manoj Kukreja,22 Oct 2021,£28.99,3.8 out of 5 stars
221,Observability Engineering: Achieving Production Excellence,Charity Majors,31 May 2022,£37.44,4.3 out of 5 stars
222,"Solutions Architect's Handbook: Kick-start your career as a solutions architect by learning architecture design principles and strategies, 2nd Edition",No Author Found,17 Jan 2022,£39.99,4.5 out of 5 stars
223,Azure Data Engineering Cookbook: Design and implement batch and streaming analytics using Azure Cloud Services,Ahmad Osama,5 Apr 2021,£28.99,3.5 out of 5 stars
224,"Engineers Survival Guide: Advice, tactics, and tricks After a decade of working at Facebook, Snapchat, and Microsoft",Merih Taze,28 Nov 2021,£29.99,4.4 out of 5 stars
225,Modern Data Engineering with Apache Spark: A Hands-On Guide for Building Mission-Critical Streaming Applications,Scott Haines,22 Mar 2022,£39.76,4.0 out of 5 stars
226,ICT and Data Sciences (Green Engineering and Technology),No Author Found,16 May 2022,£126.24,No Rating Found
227,Towards a New Understanding of Masculine Habitus and Women and Leadership in Public Relations (Routledge New Directions in PR & Communication Research),Martina Topić,30 Sept 2022,£35.09,4.8 out of 5 stars
228,Microsoft Certified Azure Data Fundamentals (Exam DP-900) Certification Guide: The comprehensive guide to passing the DP-900 exam on your first attempt,Marcelo Leite,25 Nov 2022,£33.99,3.9 out of 5 stars
229,"Mastering Databricks Lakehouse Platform: Perform Data Warehousing, Data Engineering, Machine Learning, DevOps, and BI into a Single Platform (English Edition)",Sagar Lad,11 Jul 2022,£24.99,3.5 out of 5 stars
230,"Data Engineering with dbt: A practical guide to building a cloud-based, pragmatic, and dependable data platform with SQL",Roberto Zagni,30 Jun 2023,£37.99,4.7 out of 5 stars
231,Data Engineering with Google Cloud Platform: A practical guide to operationalizing scalable data analytics systems on GCP,Adi Wijaya,31 Mar 2022,£39.99,4.6 out of 5 stars
232,"The Definitive Guide to Azure Data Engineering: Modern ELT, DevOps, and Analytics on the Azure Cloud Platform",Ron C. L'Esteve,7 Aug 2021,£39.99,4.1 out of 5 stars
233,Data Engineering on Azure,Vlad Riscutia,21 Sept 2021,£28.65,4.6 out of 5 stars
234,Excel: The most updated bible to master Microsoft Excel from scratch in less than 7 minutes a day | Discover all the features & formulas with step-by-step tutorials (Mastering Technology),Leonard J. Ledger,1 Apr 2022,£14.97,4.2 out of 5 stars
235,"Solutions Architect's Handbook: Kick-start your career as a solutions architect by learning architecture design principles and strategies, 2nd Edition",No Author Found,17 Jan 2022,£39.99,4.5 out of 5 stars
236,"Ace the Data Engineering Interview: Questions and Answers for Python, SQL, Data Modeling and More",Sean Coyne,30 Oct 2023,£23.58,4.1 out of 5 stars
237,Data Governance For Dummies (For Dummies (Computer/tech)),Jonathan Reichental,5 Dec 2022,£18.71,4.4 out of 5 stars
238,Microsoft Azure Data Engineering: The Big Reference Guide (The Data Engineering Series),Jack Reynolds,28 Feb 2023,£0.00,5.0 out of 5 stars
239,"MICROSOFT AZURE DATA ENGINEER ASSOCIATE | MASTER THE EXAM (DP-203): DATA ENGINEERING ON MICROSOFT AZURE, 10 PRACTICE TESTS,500 RIGOROUS QUESTIONS, ... EXPERT EXPLANATIONS AND ONE ULTIMATE GOAL",Mr Anand M,19 Feb 2024,£23.78,No Rating Found
240,Blockchain Essentials: Core Concepts and Implementations,Ramchandra Sharad Mangrulkar,6 Jan 2024,£42.26,No Rating Found
241,"Data Engineering with Apache Spark, Delta Lake, and Lakehouse: Create scalable pipelines that ingest, curate, and aggregate complex data in a timely and secure way",Manoj Kukreja,22 Oct 2021,£28.99,3.8 out of 5 stars
242,Observability Engineering: Achieving Production Excellence,Charity Majors,31 May 2022,£37.44,4.3 out of 5 stars
243,"Solutions Architect's Handbook: Kick-start your career as a solutions architect by learning architecture design principles and strategies, 2nd Edition",No Author Found,17 Jan 2022,£39.99,4.5 out of 5 stars
244,Azure Data Engineering Cookbook: Design and implement batch and streaming analytics using Azure Cloud Services,Ahmad Osama,5 Apr 2021,£28.99,3.5 out of 5 stars
245,"The Cybersecurity Bible: [5 in 1] The All-In-One Guide to Detect, Prevent, and Manage Cyber Threats. Includes Hands-On Exercises to Become an Expert and Lead Your (First) Security Team",Rick C. Worley,12 Feb 2024,£15.58,4.8 out of 5 stars
246,"Engineers Survival Guide: Advice, tactics, and tricks After a decade of working at Facebook, Snapchat, and Microsoft",Merih Taze,28 Nov 2021,£29.99,4.4 out of 5 stars
247,Modern Data Engineering with Apache Spark: A Hands-On Guide for Building Mission-Critical Streaming Applications,Scott Haines,22 Mar 2022,£39.76,4.0 out of 5 stars
248,ICT and Data Sciences (Green Engineering and Technology),No Author Found,16 May 2022,£126.24,No Rating Found
249,Learning Spark: Lightning-Fast Data Analytics,No Author Found,21 Aug 2020,£43.98,4.7 out of 5 stars
250,Microsoft Certified Azure Data Fundamentals (Exam DP-900) Certification Guide: The comprehensive guide to passing the DP-900 exam on your first attempt,Marcelo Leite,25 Nov 2022,£33.99,3.9 out of 5 stars
251,"Mastering Databricks Lakehouse Platform: Perform Data Warehousing, Data Engineering, Machine Learning, DevOps, and BI into a Single Platform (English Edition)",Sagar Lad,11 Jul 2022,£24.99,3.5 out of 5 stars
252,"Data Engineering with dbt: A practical guide to building a cloud-based, pragmatic, and dependable data platform with SQL",Roberto Zagni,30 Jun 2023,£37.99,4.7 out of 5 stars
253,Data Engineering with Google Cloud Platform: A practical guide to operationalizing scalable data analytics systems on GCP,Adi Wijaya,31 Mar 2022,£39.99,4.6 out of 5 stars
254,"The Definitive Guide to Azure Data Engineering: Modern ELT, DevOps, and Analytics on the Azure Cloud Platform",Ron C. L'Esteve,7 Aug 2021,£39.99,4.1 out of 5 stars
255,Data Engineering on Azure,Vlad Riscutia,21 Sept 2021,£28.65,4.6 out of 5 stars
256,The Kubernetes Book,Nigel Poulton,20 Jun 2023,£42.99,4.5 out of 5 stars
257,Excel: The most updated bible to master Microsoft Excel from scratch in less than 7 minutes a day | Discover all the features & formulas with step-by-step tutorials (Mastering Technology),Leonard J. Ledger,1 Apr 2022,£14.97,4.2 out of 5 stars
258,"Ace the Data Engineering Interview: Questions and Answers for Python, SQL, Data Modeling and More",Sean Coyne,30 Oct 2023,£23.58,4.1 out of 5 stars
259,Data Governance For Dummies (For Dummies (Computer/tech)),Jonathan Reichental,5 Dec 2022,£18.71,4.4 out of 5 stars
260,Microsoft Azure Data Engineering: The Big Reference Guide (The Data Engineering Series),Jack Reynolds,28 Feb 2023,£0.00,5.0 out of 5 stars
261,"MICROSOFT AZURE DATA ENGINEER ASSOCIATE | MASTER THE EXAM (DP-203): DATA ENGINEERING ON MICROSOFT AZURE, 10 PRACTICE TESTS,500 RIGOROUS QUESTIONS, ... EXPERT EXPLANATIONS AND ONE ULTIMATE GOAL",Mr Anand M,19 Feb 2024,£23.78,No Rating Found
262,"Solutions Architect's Handbook: Kick-start your career as a solutions architect by learning architecture design principles and strategies, 2nd Edition",No Author Found,17 Jan 2022,£39.99,4.5 out of 5 stars
263,"Data Engineering with Apache Spark, Delta Lake, and Lakehouse: Create scalable pipelines that ingest, curate, and aggregate complex data in a timely and secure way",Manoj Kukreja,22 Oct 2021,£28.99,3.8 out of 5 stars
264,Observability Engineering: Achieving Production Excellence,Charity Majors,31 May 2022,£37.44,4.3 out of 5 stars
265,"Solutions Architect's Handbook: Kick-start your career as a solutions architect by learning architecture design principles and strategies, 2nd Edition",No Author Found,17 Jan 2022,£39.99,4.5 out of 5 stars
266,Azure Data Engineering Cookbook: Design and implement batch and streaming analytics using Azure Cloud Services,Ahmad Osama,5 Apr 2021,£28.99,3.5 out of 5 stars
267,Blockchain Essentials: Core Concepts and Implementations,Ramchandra Sharad Mangrulkar,6 Jan 2024,£42.26,No Rating Found
